,Make,Model,Year of manufacture,Kilometer,Previous owners,Body style,Horsepower,Cubic capacity (ccm),Cylinders,Doors,Steering,Gearbox,Gears,Transmission,Front breaks,Rear breaks,Fuel type,Price (£)
24,Audi,TT 1.8 T quattro,2000,99800,3,Coupe,251,1781,4,2,Left (LHD),Manual,6,4WD,Disc,Disc,Petrol,14785
69,Alfa Romeo,2000 Spider Veloce,1979,82000,6,Convertible,127,1962,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,21321
78,Volvo,780 Bertone 2.8 V6,1990,201000,3,Coupe,147,2849,6,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,23061
79,Ferrari,308 GTSi (US),1981,60000,3,Convertible (Targa),205,2906,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,126183
96,Mercedes-Benz,250 SE,1966,161000,5,Coupe,150,2496,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,46122
166,Jaguar,XKR,2003,110600,2,Coupe,396,4196,8,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,21705
168,Aston Martin,V12 Vantage AMR,2018,1247,2,Coupe,603,5935,12,2,Right (RHD),Manual,7,Rear,Disc,Disc,Petrol,174002
179,FIAT,500 L,1971,5000,2,Saloon (2-doors),18,499,2,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,10443
201,Triumph,TR 6,1971,41882,4,Convertible (Roadster),98,2498,6,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,21669
204,Jaguar,XK 150 3.4 S DHC,1959,43000,2,Convertible,200,4200,6,2,Right (RHD),Manual,5,Rear,Disc,Disc,Petrol,104341
214,Bentley,Arnage R,2005,119019,3,Saloon (4-doors),456,6750,8,4,Right (RHD),Automatic,4,Rear,Disc,Disc,Petrol,34895
249,Porsche,911 GT2,2008,62850,1,Coupe,530,3600,6,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,145328
254,Alfa Romeo,4C,2016,14000,1,Coupe,241,1742,4,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,83542
256,Porsche,911 Carrera,2013,124500,2,Coupe,350,3436,6,2,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,60829
453,Jaguar,XK 140 FHC,1956,22767,2,Coupe,193,3417,6,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,73012
513,Ferrari,550 Maranello,1997,48556,2,Coupe,485,5473,12,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,126140
518,Ford,F-1,1947,96178,1,Pick-up,91,3700,6,2,Left (LHD),Manual,3,Rear,Drum,Drum,Petrol,28282
522,BMW,635 CSi,1980,189078,2,Coupe,218,3430,6,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,28282
544,Porsche,911 Turbo 3.3,1982,144472,2,Coupe,300,3299,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,119657
578,Porsche,911 Carrera 4S,2006,73600,1,Coupe,355,3824,6,2,Left (LHD),Manual,6,4WD,Disc,Disc,Petrol,63527
579,Mercedes-AMG,GT Black Series,2021,1275,1,Coupe,730,3982,8,2,Left (LHD),Semi-Automatic,7,Rear,Disc,Disc,Petrol,408138
583,Maybach,57 S,2008,30900,2,Saloon (4-doors),612,5980,12,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,172306
643,Porsche,356 C 1600,1964,8000,1,Coupe,75,1582,4,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,90504
661,BMW,M3,2002,129188,2,Coupe,343,3246,6,2,Left (LHD),Semi-Automatic,6,Rear,Disc,Disc,Petrol,43507
690,Renault,Mégane R26.R,2007,18000,1,Racing car,230,1998,4,2,Left (LHD),Manual,6,Front,Disc,Disc,Petrol,25672
691,Renault,Mégane R26.R,2009,19000,1,Racing car,230,1998,4,2,Left (LHD),Manual,6,Front,Disc,Disc,Petrol,47863
693,Mercedes-Benz,S 500 BlueEFFICIENCY,2011,49949,1,Saloon (4-doors),435,4663,8,4,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,51048
697,Ferrari,812 Superfast Competizione,2022,3300,1,Coupe,830,6496,12,2,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,435028
699,Mercedes-Benz,G 55 AMG (LWB),2002,83300,2,4x4,354,5439,8,5,Left (LHD),Automatic,5,4WD,Disc,Disc,Petrol,57000
711,Porsche,911 Carrera,2014,72099,1,Convertible,350,3436,6,2,Right (RHD),Automatic,7,Rear,Disc,Disc,Petrol,54995
727,Innocenti,Spider S,1963,77473,6,Convertible,69,1150,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,23061
729,Ferrari,Testarossa,1990,18749,1,Coupe,390,4943,12,2,Right (RHD),Manual,5,Rear,Disc,Disc,Petrol,139995
770,Mercedes-Benz,CL 65 AMG,2005,49600,1,Coupe,612,5980,12,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,85857
824,Volvo,Amazon P220,1967,322000,4,Estate,101,1778,4,5,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,12183
825,Mercedes-Benz,380 SE,1985,192000,2,Saloon (4-doors),204,3839,8,4,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,16099
870,BMW,M3,2004,102369,1,Coupe,343,3246,6,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,36985
883,BMW,M3,2002,132000,2,Convertible,343,3246,6,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,37855
949,Maserati,Mistral 4000,1968,73578,3,Coupe,255,4014,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,117481
950,Mercedes-Benz,220 S Cabriolet,1957,15,3,Convertible,106,2,6,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,83542
951,Austin-Healey,Sprite Mk I,1960,71788,2,Convertible (Roadster),60,948,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,21321
961,Maserati,Quattroporte Sport GT S 4.7,2011,82763,1,Saloon (4-doors),440,4691,8,4,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,65093
962,Aston Martin,Rapide S,2017,27751,1,Saloon (4-doors),560,5935,12,4,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,112956
963,Aston Martin,V12 Vanquish S,2006,80052,4,Coupe,528,5935,12,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,126009
967,Audi,RS Q8,2022,17500,1,4x4,600,3996,8,5,Left (LHD),Automatic,8,4WD,Disc,Disc,Petrol,121789
981,Maserati,Mistral 3700,1965,98308,4,Coupe,245,3692,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,171870
983,Porsche,911 Carrera,2009,12800,2,Coupe,345,3614,6,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,65267
986,Lancia,Thema 8.32,1990,218500,2,Saloon (4-doors),205,2972,8,4,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,17200
1002,Ferrari,599 GTB Fiorano,2008,38000,2,Coupe,620,5999,12,2,Left (LHD),Semi-Automatic,6,Rear,Disc,Disc,Petrol,143588
1060,Porsche,911 GT2 RS,2018,10700,2,Coupe,700,3800,6,2,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,339390
1064,Porsche,911 Carrera 4,1990,81300,1,Coupe,250,3,6,2,Left (LHD),Manual,5,4WD,Disc,Disc,Petrol,68748
1171,Ferrari,330 GT 2+2,1965,72597,6,Coupe,300,3967,12,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,256718
1183,BMW,M5,1999,73971,2,Saloon (4-doors),400,4941,8,4,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,52127
1191,Volkswagen,Golf III GTI 2.0,1994,143852,3,Saloon,115,1984,4,5,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,7397
1192,Porsche,924,1984,77458,3,Coupe,125,1984,4,2,Left (LHD),Manual,5,Rear,Disc,Drum,Petrol,10269
1198,FIAT,125 S / Speciale,1972,82862,3,Saloon (4-doors),100,1608,4,4,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,10878
1236,Porsche,928,1978,124000,2,Coupe,240,4474,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,17318
1320,Jaguar,XKR,2000,59990,3,Coupe,363,3996,8,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,26977
1339,Alfa Romeo,2000 Spider Veloce,1974,38082,1,Convertible,132,1962,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,23931
1662,Citroën,2 CV 6 Club,1990,4820,1,Saloon (4-doors),29,597,2,4,Left (LHD),Manual,4,Front,Drum,Drum,Petrol,18275
1667,BMW,M 635 CSi,1985,148600,2,Coupe,286,3430,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,56521
1680,Jaguar,XK,2011,67400,1,Convertible,385,5000,8,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,43424
1741,Mercedes-Benz,560 SL,1987,155064,3,Convertible (Roadster),230,5547,8,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,31328
1748,Porsche,911 Carrera,2020,22800,3,Convertible,385,2981,6,2,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,115741
1879,Bentley,Continental Flying Spur,2006,110000,2,Saloon (4-doors),560,5998,12,4,Left (LHD),Automatic,6,4WD,Disc,Disc,Petrol,26020
1880,Mercedes-Benz,500 E,1992,72000,2,Saloon (4-doors),326,4973,8,4,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,73099
1883,Mercedes-Benz,"450 SEL 6,9",1976,101000,4,Saloon (4-doors),286,6834,8,4,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,87023
1893,Austin,Mini Van,1980,80836,3,Saloon (2-doors),63,1,4,0,Left (LHD),Manual,4,Front,Disc,Disc,Petrol,16447
1906,Mercedes-Benz,250 S,1967,48443,6,Saloon (4-doors),130,2496,6,4,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,16447
1907,Mercedes-Benz,220 SE b,1962,158170,6,Saloon (4-doors),120,2195,6,4,Left (LHD),Automatic,4,Rear,Disc,Drum,Petrol,18188
1908,Mercedes-Benz,220 SE b,1964,25128,6,Saloon (4-doors),120,2195,6,4,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,17318
1909,Mercedes-Benz,220 S Cabriolet,1958,139537,6,Convertible,106,2195,6,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,104341
1935,Jaguar,XKR,1999,33268,6,Convertible,363,3996,8,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,21669
1939,Mercedes-Benz,"280 SE 3,5",1971,46487,2,Coupe,232,3499,8,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,64832
1941,Jaguar,XJ 2.7 D,2008,118161,6,Saloon (4-doors),207,2720,6,4,Left (LHD),Automatic,6,Rear,Disc,Disc,Diesel,26020
1943,Alfa Romeo,2000 Spider Veloce,1982,76500,3,Convertible,132,1962,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,26020
1949,Mercedes-Benz,S 600 L,2000,208300,1,Saloon (4-doors),367,5786,12,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,6953
1962,Mercedes-Benz,450 SLC,1976,123500,1,Coupe,217,4520,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,27200
1964,Mercedes-Benz,180 b,1960,156000,3,Saloon (4-doors),68,1897,4,4,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,21797
1965,Mercedes-Benz,220 S,1958,223000,3,Coupe,106,2195,6,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,70978
2055,Porsche,Macan Turbo,2014,34500,2,4x4,400,3604,6,5,Left (LHD),Automatic,7,4WD,Disc,Disc,Petrol,52127
2061,Mercedes-Benz,R 63 AMG,2007,163000,2,Van (Estate),510,6208,8,5,Left (LHD),Automatic,7,4WD,Disc,Disc,Petrol,29579
2062,Mercedes-Benz,300 SEL 6.3,1969,78214,2,Saloon (4-doors),250,6332,8,4,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,78234
2174,Jaguar,XJR 4.0,1999,200000,2,Saloon (4-doors),363,3996,8,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,18275
2212,Triumph,TR 6 PI,1974,119656,6,Convertible (Roadster),106,2498,6,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,15534
2214,Ferrari,Testarossa,1991,43133,6,Coupe,390,4942,12,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,155336
2225,FIAT,500 L,1971,22780,3,Saloon (2-doors),18,499,2,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,13837
2227,Autokraft,Cobra Mk IV,1991,7400,2,Coupe,228,4942,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,155771
2228,Mercedes-Benz,220 S,1959,73971,6,Saloon (4-doors),106,2195,6,4,Right (RHD),Manual,4,Rear,Drum,Drum,Petrol,18971
2229,BMW,Z8,2000,41000,2,Convertible (Roadster),400,4941,8,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,207985
2259,Alfa Romeo,2000 Spider Veloce,1976,8655,2,Convertible,132,1962,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,21756
2265,Ferrari,430 Scuderia,2008,35736,3,Coupe,510,4308,8,2,Left (LHD),Semi-Automatic,6,Rear,Disc,Disc,Petrol,260199
2267,BMW,Z4 3.0si,2007,73000,2,Convertible (Roadster),265,2996,6,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,23409
2269,Ferrari,348 TS,1991,25081,1,Coupe (Targa),300,3405,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,78321
2273,FIAT,Barchetta,1995,22658,1,Convertible (Roadster),131,1747,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,15621
2285,Ferrari,328 GTB,1987,28968,2,Coupe,270,3185,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,92244
2296,BMW,635 CSi Group A,1984,3000,3,Coupe (Racing car),325,3475,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,91374
2297,Ford,GT,2019,2000,1,Coupe,550,5,8,2,Right (RHD),Manual,7,Rear,Disc,Disc,Petrol,112260
2371,Devin,D Spyder,1964,48321,6,Convertible (Roadster),1,1,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,69183
2384,Jaguar,XJ 5.0,2010,129465,2,Saloon (4-doors),385,5000,8,4,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,28282
2391,Jaguar,XJ 8 4.2,2004,63318,1,Saloon (4-doors),298,4196,8,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,21712
2478,Mercedes-Benz,220 S Cabriolet,1957,73971,2,Convertible,106,2195,6,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,75710
2501,Porsche,356 C 1600,1964,125000,4,Coupe,75,1720,4,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,130535
2534,Mercedes-Benz,450 SL,1973,160500,2,Convertible (Roadster),225,4520,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,33060
2538,Aston Martin,DBS,2008,13000,1,Coupe,517,5935,12,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,178388
2652,Land Rover,Defender 90,1997,73971,1,4x4,113,2495,4,3,Left (LHD),Manual,5,4WD,Disc,Disc,Diesel,44365
2662,Aston Martin,V12 Vantage,2011,44790,2,Coupe,517,5935,12,2,Right (RHD),Manual,6,Rear,Disc,Disc,Petrol,76950
2665,Ferrari,F430,2005,69300,4,Coupe,490,4308,8,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,82585
2671,Audi,RS3 Sportback,2022,15500,1,Saloon (5-doors),400,2480,5,5,Left (LHD),Automatic,7,4WD,Disc,Disc,Petrol,60829
2674,Ferrari,208 GTB,1980,86350,2,Coupe,155,1991,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,73883
2678,Porsche,Panamera Turbo,2017,57950,2,Saloon (5-doors),550,3996,8,5,Left (LHD),Automatic,8,4WD,Disc,Disc,Petrol,83455
2705,Mercedes-Benz,220 S,1958,84766,6,Saloon (4-doors),106,2195,6,4,Left (LHD),Automatic,4,Rear,Drum,Drum,Petrol,24323
2706,Mercedes-Benz,SL 500,2002,126485,6,Convertible (Roadster),306,4966,8,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,21321
2707,Ferrari,308 GTBi Quattrovalvole,1984,126994,2,Coupe,240,2927,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,73926
2708,Triumph,TR 3A,1958,147080,6,Convertible (Roadster),100,1991,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,24323
2757,Cadillac,SRX 4.6,2005,128938,6,4x4,325,4565,8,5,Left (LHD),Automatic,5,4WD,Disc,Disc,Petrol,12966
2763,Mazda,MX-5 1.8,1999,196051,6,Convertible (Roadster),140,1839,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,7745
2765,Jaguar,Mk II 3.8,1961,129636,4,Saloon (4-doors),224,3800,6,4,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,30371
2778,Austin-Healey,Sprite Mk I,1959,73971,2,Convertible (Roadster),44,948,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,22404
2787,Aston Martin,DB 9 GT Volante,2017,4575,1,Convertible,547,5935,12,2,Right (RHD),Automatic,6,Rear,Disc,Disc,Petrol,185000
2834,FIAT,850 Super,1965,73971,2,Saloon (2-doors),37,843,4,2,Right (RHD),Manual,4,Rear,Drum,Drum,Petrol,8702
2876,Ferrari,348 TS,1993,69000,2,Coupe (Targa),300,3405,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,60742
2891,Mercedes-Benz,560 SEC,1991,166900,2,Coupe,279,5547,8,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,39117
2900,Mercedes-Benz,SL 55 AMG,2003,158455,6,Convertible (Roadster),500,5439,8,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,32634
2902,Jaguar,XJ12 6.0,1996,166000,1,Saloon (4-doors),311,5994,12,4,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,17404
2914,Porsche,911 GT3 RS,2004,53694,1,Coupe,381,3598,6,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,178310
2950,Volkswagen,T1 pickup,1971,76037,1,Bus (Plank bed),44,1493,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,36550
2952,Mercedes-Benz,SL 500,2005,73000,2,Convertible (Roadster),306,4966,8,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,19580
2953,Mercedes-Benz,450 SLC,1978,72984,2,Coupe,225,4520,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,36811
2958,BMW,M5,2001,101195,6,Saloon (4-doors),400,4941,8,4,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,63092
2960,Porsche,911 2.4 T,1971,20734,3,Coupe,140,2341,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,95290
2961,Aston Martin,DB 7 GTA,2003,3832,6,Coupe,420,5935,12,2,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,82628
2962,Porsche,911 2.7 S,1977,125962,6,Convertible (Targa),175,2687,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,71794
2992,Jaguar,E-Type,1968,168000,3,Convertible (Roadster),269,4235,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,78234
3005,Mercedes-Benz,500 SEC,1984,68000,1,Coupe,231,4973,8,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,33939
3014,Jaguar,XJ 8 4.2,2004,175969,1,Saloon (4-doors),298,4196,8,4,Left (LHD),Automatic,5,Rear,Disc,Disc,Petrol,14750
3017,Mercedes-Benz,190 SL,1961,408,1,Convertible (Roadster),105,1897,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,131405
3073,Mazda,MX-5 1.6,1991,270278,5,Convertible (Roadster),115,1598,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,6005
3083,Alfa Romeo,Montreal,1974,8417,6,Coupe,195,2593,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,76145
3084,Mercedes-Benz,220 SE,1959,118131,1,Saloon (4-doors),115,2195,6,4,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,47428
3085,MG,MGB,1977,19333,6,Convertible (Roadster),63,1798,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,16491
3086,Porsche,911 Carrera 3.0,1977,144000,6,Coupe,200,2994,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,89199
3091,Rolls-Royce,Ghost,2021,59,1,Saloon (4-doors),571,6592,12,4,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,329817
3109,FIAT,Barchetta,1995,2200,1,Convertible (Roadster),131,1747,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,26542
3127,Porsche,911 Carrera S,2006,99800,3,Convertible,355,3824,6,2,Left (LHD),Automatic,6,Rear,Disc,Disc,Petrol,60742
3147,Porsche,911 Carrera S,2006,33616,1,Coupe,355,3824,6,2,Left (LHD),Manual,6,Rear,Disc,Disc,Petrol,66573
3148,Porsche,911 Carrera 4,1989,68501,1,Coupe,250,3600,6,2,Left (LHD),Manual,5,4WD,Disc,Disc,Petrol,94855
3150,Rolls-Royce,Dawn Black Badge,2021,6886,1,Convertible,601,6592,12,2,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,513436
3152,Rolls-Royce,Dawn Black Badge,2020,6336,1,Convertible,601,6592,12,2,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,348092
3153,Rolls-Royce,Cullinan,2022,88,1,4x4,571,6592,12,5,Left (LHD),Automatic,8,4WD,Disc,Disc,Petrol,378550
3155,Rolls-Royce,Cullinan,2019,29503,1,4x4,571,6592,12,5,Left (LHD),Automatic,8,4WD,Disc,Disc,Petrol,312413
3179,Porsche,911 Carrera 4S,2018,23750,2,Coupe,450,2981,6,2,Left (LHD),Automatic,8,4WD,Disc,Disc,Petrol,95638
3194,Porsche,911 Turbo 3.3,1986,85000,2,Coupe,300,3299,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,117481
3222,Jaguar,XJS 4.0 Celebration,1996,225308,2,Convertible,240,3980,6,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,39160
3232,Lancia,2000 Iniezione,1973,79000,2,Saloon (4-doors),125,1991,4,4,Left (LHD),Manual,5,Front,Disc,Drum,Petrol,11052
3234,FIAT,500 C Belvedere,1951,10000,3,Estate,16,569,4,3,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,19580
3244,Alfa Romeo,Giulia GTAm,2021,3000,1,Saloon (4-doors),540,2891,6,4,Left (LHD),Automatic,8,Rear,Disc,Disc,Petrol,221909
3302,Jaguar,XK 150 3.4 S OTS,1960,24313,3,Convertible (Roadster),254,3442,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,121397
3385,Jaguar,XJS 6.0,1995,98000,1,Convertible,302,5993,12,2,Left (LHD),Automatic,4,Rear,Disc,Disc,Petrol,25237
3387,Lancia,Augusta,1935,1000,1,Saloon (2-doors),35,1196,4,2,Right (RHD),Manual,4,Rear,Drum,Drum,Petrol,25237
3394,Audi,S6 Avant 5.2 V10 Quattro,2006,156000,1,Estate,435,5204,10,5,Left (LHD),Manual,6,4WD,Disc,Disc,Petrol,22626
3398,Autobianchi,Bianchina Panoramica,1967,67000,1,Small car (Estate),18,499,2,3,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,6962
3406,Saab,900 Turbo 16,1987,165000,1,Coupe,160,1985,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,12183
3407,Subaru,Impreza WRX STi,2012,180000,1,Saloon (4-doors),300,2500,4,4,Left (LHD),Manual,6,4WD,Disc,Disc,Petrol,28631
3411,Porsche,Panamera 4S,2011,185000,2,Saloon (5-doors),400,4806,8,5,Left (LHD),Automatic,7,4WD,Disc,Disc,Petrol,30371
3417,Jaguar,XK 140 FHC,1956,72000,3,Coupe,193,3442,6,2,Left (LHD),Manual,4,Rear,Disc,Disc,Petrol,78321
3435,Mercedes-Benz,SL 350,2007,75639,2,Convertible (Roadster),272,3498,6,2,Right (RHD),Automatic,7,Rear,Disc,Disc,Petrol,11950
3457,Mercedes-Benz,170 S Cabriolet A,1950,5209,1,Convertible,52,1767,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,108561
3458,Mercedes-Benz,CL 63 AMG,2008,119119,2,Coupe,525,6209,8,2,Left (LHD),Automatic,7,Rear,Disc,Disc,Petrol,23931
3501,Triumph,TR 3A,1960,241,3,Convertible (Roadster),100,1991,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,38943
3502,Ferrari,Mondial T,1993,43800,1,Convertible,300,3405,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,62570
3522,Land Rover,Defender 110,2004,184999,1,4x4 (Open),122,2495,4,5,Left (LHD),Manual,5,4WD,Disc,Drum,Diesel,30100
3530,Land Rover,Defender 110,1991,1,1,4x4,113,2495,4,5,Left (LHD),Automatic,5,4WD,Disc,Drum,Diesel,40466
3537,Mercedes-Benz,450 SLC,1976,142000,3,Coupe,217,4520,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,32590
3572,Rover,"Mini ""Knightsbridge""",2001,73971,2,Saloon (2-doors),63,1275,4,2,Right (RHD),Manual,4,Front,Disc,Disc,Petrol,25933
3604,Mercedes-Benz,190 SL,1960,12545,3,Convertible (Roadster),105,1897,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,101817
